"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"C&F Foods, Inc.","","$30,000","$0","$30,000","2015","20150424","consumer-protection-related offenses","consumer protection violation","","C&F Foods, Inc., a food distributor and packager, entered into a stipulated judgment with the Alameda and Sonoma county District Attorneys to resolve labeling and slack-fill packaging violations in Sunny Select brand instant rice products.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://www.alcoda.org/newsroom/2015/apr/cf_foods_inc_settlement",""
"Hershey Company","Hershey","$186,673","$0","$186,673","2015","20150421","consumer-protection-related offenses","consumer protection violation","","Hershey agreed to pay $186,673 to the District Attorneys of Sacramento and Yolo counties to resolve allegations about the use of misleading packaging.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Pennsylvania","publicly traded","HSY","food products","food products","https://yoloda.org/hershey-company-pays-186673-for-packaging-violations/",""
"MyLife.com","","$1,050,000","$0","$1,050,000","2015","20150227","consumer-protection-related offenses","consumer protection violation","false advertising","MyLife.com agreed to pay over $1 million in settlement of allegations it misled customers over its ability to identify who was searching for them on the internet while charging a year's membership fee upfront. $800,000 in civil penalties was divided equally between the Los Angeles District and Santa Monica City Attorneys, and $250,000 was paid in restitution.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","http://da.lacounty.gov/media/news/mylife-web-service-agrees-pay-more-1-million-false-advertising-case",""
"Target Corp.","Target","$3,941,118","$0","$3,941,118","2015","20150218","consumer-protection-related offenses","consumer protection violation","","Target Corp. agreed to pay over $3.3 million in penalties, plus over half a million dollars in costs and restitution, in settlement of allegations by the District Attorneys of Fresno, Marin, Sonoma, Santa Cruz and Contra Costa counties and the San Diego City Attorney that it overcharged customers at the checkout for products it labeled or advertised at a lower price.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Minnesota","publicly traded","TGT","retailing","retail-discount stores","https://www.co.fresno.ca.us/Home/ShowDocument?id=10336","Full amount paid in settlement taken from the San Diego City Attorney press release."
"Johnson & Johnson","Johnson & Johnson","$506,000","$0","$506,000","2015","20150114","consumer-protection-related offenses","consumer protection violation","","Johnson & Johnson agreed to pay $506,000 to the District Attorneys of Fresno, San Joaquin, Shasta and Yolo counties to resolve allegations that packaging for Neutrogena and other products was misleading.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","New Jersey","publicly traded","JNJ","pharmaceuticals","pharmaceuticals","DA offices settle product packaging case, The Davis Enterprise, January 14, 2015 (via Nexis).",""
"Lyft, Inc.","Lyft Inc.","$250,000","$0","$250,000","2014","20141209","consumer-protection-related offenses","consumer protection violation","false advertising","Lyft agreed to pay a total of $500,000 ($250,000 suspended on condition of complying with settlement conditions within a year) to Los Angeles County and San Francisco County in settlement of allegations it made false and misleading statements to customers concerning its drivers' background checks, that it failed to get approval from state authorities that the measurements in its phone application were accurate, and that it failed to get authorization to operate at California airports.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","California","privately held","","miscellaneous services","transportation services","http://da.lacounty.gov/media/news/san-francisco-and-los-angeles-county-das-announce-settlement-lyft-filing-against-uber",""
"Canine Care, Inc.","","$150,000","$0","$150,000","2014","20141029","consumer-protection-related offenses","consumer protection violation","","Canine Care, Inc. agreed to pay $150,000 to the District Attorneys of Contra Costa, Fresno, Sacramento and Ventura counties to settle allegations it performed pet teeth cleaning services without licenses from the California Veterinary Medical Board.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://thedcapage.blog/wp-content/uploads/2014/01/final-doi-canine-care-settlement-restitution.pdf",""
"Justfabulous, Inc.","","$1,875,000","$0","$1,875,000","2014","20141024","consumer-protection-related offenses","consumer protection violation","false advertising","Justfabulous, Inc. agreed to pay over $1.8 million in settlement of allegations by the Santa Clara and Santa Cruz District Attorneys that it misled customers by not clearly explaining that its advertised discounts required an automatically charged monthly subscription fee.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://www.sccgov.org/sites/da/newsroom/newsreleases/Pages/NRA2014/Online-Fashion-Retailer-Pays-Over-$1-8-Million-to-Settle-Consumer-Protection-Lawsuit-For-Misleading-Advertising.aspx",""
"Sysco Corp.","Sysco","$19,400,000","$0","$19,400,000","2014","20140801","consumer-protection-related offenses","consumer protection violation","","Sysco Corp. and its California operating companies agreed to pay $19.4 million in settlement of allegations by the California Food, Drug and Medical Device Task Force (consisting of 10 California District Attorneys) that it violated California's Health and Safety laws by transporting and storing potentially hazardous foods above a safe temperature.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Texas","publicly traded","SYY","wholesalers","wholesalers-food products","https://www.alcoda.org/newsroom/2014/jul/sysco_corporation_settlement#more",""
"CSK Auto, Inc. dba O'Reilly Auto Parts, formerly Kragen Auto Parts.","O'Reilly Automotive","$1,550,000","$0","$1,550,000","2014","20140709","consumer-protection-related offenses","consumer protection violation","","CSK Auto, Inc. agreed to pay more than $1.5 million in settlement of allegations by the District Attorneys for San Bernardino, Santa Clara and Santa Cruz, counties along with the City Attorney of San Diego, that it charged customers more than the advertised or posted price for products at its check-out scanners, and that it failed to comply with the terms of its previous settlement in July 2008.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Missouri","publicly traded","ORLY","retailing","retail-auto parts","https://www.sccgov.org/sites/da/newsroom/newsreleases/Pages/NRA2014/O'Reilly-Settles.aspx",""
"Rite Aid Corp.","Rite Aid","$498,250","$0","$498,250","2014","20140630","consumer-protection-related offenses","consumer protection violation","","Rite Aid agreed to pay $498,250 in settlement of allegations its pharmacists did not fully comply with the state Board of Pharmacy's rules requiring a personal consultation when customers received a new or changed prescription. Settlement was with the District Attorneys of of Alameda, Riverside and San Diego counties.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Pennsylvania","publicly traded","RAD","retailing","retail-pharmacies","https://www.alcoda.org/newsroom/2014/jun/civil_lawsuit_settled_against_rite_aid_stores#more",""
"Whole Foods Market California, Inc., and Mrs. Gooch's Natural Food Markets, Inc.","Amazon.com","$798,394","$0","$798,394","2014","20140624","consumer-protection-related offenses","consumer protection violation","false advertising","Whole Foods Market California, Inc., and Mrs. Gooch's Natural Food Markets, Inc. agreed to pay nearly $800,000 in settlement of allegations by the City Attorneys of Santa Monica, Los Angeles and San Diego that they overcharged customers at checkouts, failed to deduct the weight of containers in self-serve areas, and sold food items charged by the piece instead of by the pound.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Washington","publicly traded","AMZN","retailing","retail-internet","https://www.sandiego.gov/sites/default/files/nr140624.pdf",""
"Safeway Inc.","Cerberus Capital Management","$2,250,000","$0","$2,250,000","2014","20140306","consumer-protection-related offenses","consumer protection violation","","Safeway agreed to pay $2.25 million in settlement of allegations by the District Attorneys of Alameda, Marin, Fresno, Napa, Sacramento, Santa Cruz, Solano, Sonoma, and Ventura counties that it unlawfully charged consumers prices that were higher than its lowest advertised price, misrepresented the weight of Safeway-branded products, and made statements on in-store signage that conveyed the impression that certain produce was locally grown when in fact it had been sourced from outside California.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","New York","privately held","","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.alcoda.org/newsroom/2014/mar/da_omalley_announces_225_mill_injunction#more",""
"Overstock.com","Overstock.com Inc.","$6,828,000","$0","$6,828,000","2014","20140220","consumer-protection-related offenses","consumer protection violation","false advertising","Overstock.com was ordered to pay $6.8 million in judgment of a lawsuit filed by the District Attorneys of Alameda, Marin, Monterey, Napa, Santa Clara, Santa Cruz, Shasta and Sonoma counties alleging that it used deceptive advertising to give customers the impression they were getting a bigger bargain, creating fictional comparison prices or using the highest comparison price.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","verdict","California","","","","","","USA","Utah","publicly traded","OSTK","retailing","online retailing","https://www.alcoda.org/newsroom/2014/feb/das_office_announces_68_million_judgement_#more",""
"Suarez Corporation Industries","","$1,800,000","$0","$1,800,000","2014","20140130","consumer-protection-related offenses","consumer protection violation","false advertising","Suarez Corporation Industries agreed to pay about $1.8 million in penalties and restitution in settlement of allegations by ten California District Attorneys that it made unsubstantiated claims about the health benefits of its products.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://www.alcoda.org/newsroom/2014/jan/unapproved_dietary_supplements_seller_to_pay_17m#more",""
"Garfield Beach CVS, LLC, and Longs Drugs Stores, California, LLC","","$658,500","$0","$658,500","2013","20131223","consumer-protection-related offenses","consumer protection violation","","Garfield Beach CVS, LLC, and Longs Drugs Stores, California, LLC, the owners of CVS-branded pharmacies, agreed to pay $658,500 in settlement of allegations by the District Attorneys of Alameda, Riverside and San Diego counties and the California Board of Pharmacy, that their stores failed to conduct the personal pharmacist consultations Board regulations require for every patient receiving new or changed prescription drugs.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://www.alcoda.org/newsroom/2013/dec/cvs_settlement#more",""
"AmeriGas Propane, L.P.","UGI Corp.","$800,000","$0","$800,000","2013","20131205","consumer-protection-related offenses","consumer protection violation","","Blue Rhino (Ferrellgas) and AmeriGas agreed to pay $1 million and $0.8 million respectively in settlement of allegations by the District Attorneys of Alameda, Fresno, Monterey, San Joaquin, Santa Clara, Sonoma, and Ventura counties that they reduced the amount of propane sold in their barbeque propane cylinders while keeping the tanks locked in cages before purchase, stopping customers from noticing that the content had been reduced.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Pennsylvania","publicly traded","UGI","utilities and power generation","utilities","https://www.alcoda.org/newsroom/2013/dec/das_office_reaches_18m_settlement",""
"Ferrellgas Partners L.P. and Ferrellgas L.P.","Ferrellgas Partners","$1,000,000","$0","$1,000,000","2013","20131205","consumer-protection-related offenses","consumer protection violation","","Blue Rhino (Ferrellgas) and AmeriGas agreed to pay $1 million and $0.8 million respectively in settlement of allegations by the District Attorneys of Alameda, Fresno, Monterey, San Joaquin, Santa Clara, Sonoma, and Ventura counties that they reduced the amount of propane sold in their barbeque propane cylinders while keeping the tanks locked in cages before purchase, stopping customers from noticing that the content had been reduced.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Kansas","publicly traded","FGP","miscellaneous energy products and systems","energy supplies","https://www.alcoda.org/newsroom/2013/dec/das_office_reaches_18m_settlement",""
"Toys R Us","Toys R Us","$178,730","$0","$178,730","2013","20131203","consumer-protection-related offenses","consumer protection violation","","Toys R Us agreed to pay $75,000 to both Los Angeles and San Diego counties, and $28,730 costs split between four Weight and Measures departments, in settlement of allegations it overcharged customers with significant checkstand pricing errors.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","New Jersey","out of business","","retailing","retail-toys","http://da.lacounty.gov/content/toys-r-us-parent-company-settles-consumer-protection-lawsuit",""
"Sims Group USA Corp.","","$4,100,000","$0","$4,100,000","2013","20130802","consumer-protection-related offenses","consumer protection violation","","Sims Group USA agreed to pay $4.1 million in settlement of allegations by the San Francisco and Contra Costa County District Attorneys that it bought metal without following regulations.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","http://sfdistrictattorney.org/major-california-metal-recycling-company-pay-41-million-san-francisco-and-contra-costa-county",""
"Kohl's Department Stores, Inc.","Kohl's","$409,500","$0","$409,500","2013","20130502","consumer-protection-related offenses","consumer protection violation","","Kohl's agreed to pay $409,500 in settlement of allegations by the District Attorneys in Santa Clara, Santa Cruz, Fresno and Sacramento counties that it inaccurately priced items at its stores, and that sale prices and discounts were not always registered at check-out scanners.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Wisconsin","publicly traded","KSS","retailing","retail-department stores","https://www.sccgov.org/sites/da/newsroom/newsreleases/Pages/NRA2013/Kohl-Pay-Scanner-Suit.aspx",""
"Fidelity National Financial, Inc.","Fidelity National Financial","$873,588","$0","$873,588","2013","20130108","consumer-protection-related offenses","consumer protection violation","","Fidelity National Financial, Inc. entered into a settlement in the amount of $873,588 with California district attorneys in an unfair competition lawsuit regarding Fidelity's Transaction Point real estate software system.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Florida","publicly traded","FNF","financial services","insurance","https://web.archive.org/web/20131101015300/http://www.sdcda.org/files/Real%20Estate%20Software%20Settlement%201-8-13.pdf",""
"Sensa Products, LLC and Intelligent Beauty Inc.","","$905,000","$0","$905,000","2012","20121210","consumer-protection-related offenses","consumer protection violation","false advertising","Sensa Products, LLC and Intelligent Beauty Inc. agreed to pay a total of $905,000 in settlement of allegations by a group of California District Attorneys that it made unproven claims for a product's weight loss effectiveness.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://www.alcoda.org/newsroom/2012/nov/800000_settlement_with_intelligent_beauty_inc#more",""
"Horizon Group USA, Inc.","","$225,000","$0","$225,000","2012","20121115","consumer-protection-related offenses","consumer protection violation","","Horizon Group agreed to pay $225,000 in settlement of allegations by the San Diego City and County Attorneys that it deceptively packaged its Disney Princess jewelry kit by only filling half of the compartments and covering the empty compartments with packaging.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://www.sandiego.gov/sites/default/files/newsrelease121115.pdf",""
"Rite Aid Corp.","Rite Aid","$800,000","$0","$800,000","2012","20121010","consumer-protection-related offenses","consumer protection violation","false advertising","Rite Aid agreed to pay $800,000 in settlement of allegations by the District Attorneys in Santa Clara, Riverside and Ventura counties plus the San Diego City Attorney that it deceptively advertised its reward cards as reducing prices, and also that it failed to redeem gift cards with a cash value of less than $10.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Pennsylvania","publicly traded","RAD","retailing","retail-pharmacies","https://www.sccgov.org/sites/da/newsroom/newsreleases/Pages/NRA2012/RiteAid.aspx",""
"Staples","Sycamore Partners Management","$968,157","$0","$968,157","2012","20120815","consumer-protection-related offenses","consumer protection violation","","Staples agreed to pay $968,157 to the District Attorneys of Contra Costa, Marin and Napa counties to resolve allegations that it violated a state law prohibiting a company from charging more than the lowest posted or advertised price.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","New York","privately held","","private equity (including portfolio companies)","private equity (including portfolio companies)","Staples Settles Consumer Protection Case for Price Scanner Overcharges, Targeted News Service, August 15, 2012 (via Nexis).",""
"Bumble Bee Foods LLC","FCF Co.","$1,100,000","$0","$1,100,000","2012","20120803","consumer-protection-related offenses","consumer protection violation","","Bumble Bee Foods, Tri-Union Seafoods (which markets Chicken of the Sea) and StarKist agreed to pay $3.3 million to District Attorneys in Marin, Riverside and San Diego counties to resolve allegations that they failed to meet federal standards relating to the amount of fish in their cans of tuna. The announcement did not specify how much each company would pay. Here we assume the total was divided equally among the three.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","Taiwan","","privately held","","food products","seafood","https://www.reuters.com/article/us-usa-tunafish-california/tuna-companies-to-pay-3-3-million-to-settle-skimping-claims-idUSBRE87300U20120804",""
"StarKist Co.","Dongwon Group","$1,100,000","$0","$1,100,000","2012","20120803","consumer-protection-related offenses","consumer protection violation","","Bumble Bee Foods, Tri-Union Seafoods (which markets Chicken of the Sea) and StarKist agreed to pay $3.3 million to District Attorneys in Marin, Riverside and San Diego counties to resolve allegations that they failed to meet federal standards relating to the amount of fish in their cans of tuna. The announcement did not specify how much each company would pay. Here we assume the total was divided equally among the three.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","South Korea","","publicly traded","","food products","seafood","https://www.reuters.com/article/us-usa-tunafish-california/tuna-companies-to-pay-3-3-million-to-settle-skimping-claims-idUSBRE87300U20120804",""
"Tri-Union Seafoods LLC","Thai Union Group","$1,100,000","$0","$1,100,000","2012","20120803","consumer-protection-related offenses","consumer protection violation","","Bumble Bee Foods, Tri-Union Seafoods (which markets Chicken of the Sea) and StarKist agreed to pay $3.3 million to District Attorneys in Marin, Riverside and San Diego counties to resolve allegations that they failed to meet federal standards relating to the amount of fish in their cans of tuna. The announcement did not specify how much each company would pay. Here we assume the total was divided equally among the three.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","Thailand","","publicly traded","","food products","seafood","https://www.reuters.com/article/us-usa-tunafish-california/tuna-companies-to-pay-3-3-million-to-settle-skimping-claims-idUSBRE87300U20120804",""
"Company Nurse LLC","","$200,000","$0","$200,000","2012","20120622","consumer-protection-related offenses","consumer protection violation","","Company Nurse LLC agreed to pay $200,00 to six California District Attorneys to resolve allegations that it failed to register with a state telephone medical advice bureau and failed to ensure that those providing phone advice were licensed registered nurses.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","Settlement reached between RN advice nurse service and Califoriia DAs, Sacramento Bee, March 19, 2005 (via Nexis).",""
"Daiso California, LLC","Daiso Industries","$350,000","$0","$350,000","2012","20120119","consumer-protection-related offenses","consumer protection violation","","Daiso California agreed to pay $350,000 in settlement of allegations by the District Attorneys of Santa Clara and Alameda counties that it sold toys and other children's products made of materials containing lead, lead compounds or certain phthalate compounds without clear warnings, in violation of California's Proposition 65.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","Japan","","privately held","","retailing","retail","https://www.alcoda.org/newsroom/2012/jan",""
"Iovate Health Sciences, Inc.","","$1,500,000","$0","$1,500,000","2012","20120104","consumer-protection-related offenses","consumer protection violation","false advertising","Iovate Health Sciences, Inc. and its American affiliate agreed to pay $1.5 million in settlement of allegations by the District Attorneys in Santa Clara, Santa Cruz, Napa, Alameda, Marin, Monterey, Orange, Shasta, Solano and Sonoma counties that it made false and misleading representations about some of its products and marketed a product with over 0.5 micrograms of lead without the warning label required by California's Proposition 65.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://www.alcoda.org/newsroom/2012/jan",""
"Clorox Co.","Clorox","$199,654","$0","$199,654","2011","20111130","consumer-protection-related offenses","consumer protection violation","","Clorox Co. agreed to pay $199,654 in settlement of allegations by the District Attorneys of Alameda, Marin, Monterey, Napa and Sonoma counties that it sold speciality bleach products in bottles that were under-filled, in violation of California laws.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","California","publicly traded","CLX","household and personal care products","household products","https://www.alcoda.org/newsroom/2011/nov/chlorox_settlement#more",""
"Money Mart Express, Inc.","","$16,375,000","$0","$16,375,000","2011","20111019","consumer-protection-related offenses","consumer protection violation","payday lending violation","Money Mart agreed to pay $7.5 million in restitution, forgive $8 million in loans, and pay the City and County of San Francisco $875,000 in settlement of allegations it made short term loads at exorbitant and illegal interest rates, in an arrangement with an out-of-state bank in an effort to circumvent California limits on interest rates.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","San Francisco","","","","","","","","","","","https://www.sfcityattorney.org/2011/10/19/herrera-secures-two-major-settlements-rebates-of-loan-fees-for-consumers/",""
"National Arbitration Forum, Inc.","","$1,000,000","$0","$1,000,000","2011","20111019","consumer-protection-related offenses","consumer protection violation","","National Arbitration Forum agreed to pay $1 million to the CIty and County of San Francisco in settlement of allegations it claimed to be a neutral arbitrator for credit card companies and consumers, while secretly partly owned by a hedge fund that also owned one of its debt collector clients.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","San Francisco","","","","","","","","","","","https://www.sfcityattorney.org/2011/10/19/herrera-secures-two-major-settlements-rebates-of-loan-fees-for-consumers/",""
"Campbell Soup Co.","Campbell Soup","$173,693","$0","$173,693","2011","20110825","consumer-protection-related offenses","consumer protection violation","false advertising","Campbell Soup Co. agreed to pay $173,693 in settlement of allegations by the District Attorneys of Alameda and San Diego counties that it engaged in misleading advertising practices about the percentage reduction of sodium in its reduced sodium soup.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","New Jersey","publicly traded","CPB","food products","food products","https://www.alcoda.org/newsroom/2011/aug/campbell_soup#more",""
"CVS Pharmacy, Inc.","CVS Health","$2,020,000","$0","$2,020,000","2011","20110819","consumer-protection-related offenses","consumer protection violation","","CVS agreed to pay $2 million in settlement of allegations by the District Attorneys of Los Angeles, Riverside and Ventura counties that it overcharged customers for sale items at the checkout.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Rhode Island","publicly traded","CVS","retailing","retail-pharmacies","https://web.archive.org/web/20131122122143/http://da.co.la.ca.us/mr/archive/2011/081911a.htm",""
"American Express Publishing Corp.","American Express","$600,000","$0","$600,000","2011","20110520","consumer-protection-related offenses","consumer protection violation","false advertising","A publishing arm of credit card issuer American Express Corp. agreed to pay $600,000 in penalties to settle a false advertising case brought by District Attorneys in Marin, Napa, Sonoma, Solano and Santa Cruz counties.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","New York","publicly traded","AXP","financial services","financial services","American Express to settle with Bay Area counties over alleged false advertising, San Jose Mercury News, May 20, 2011 (via Nexis).",""
"Irwin Naturals, Inc.","","$2,650,000","$0","$2,650,000","2011","20110202","consumer-protection-related offenses","consumer protection violation","false advertising","Irwin Naturals, Inc. agreed to pay $2.65 million in settlement of allegations by  the District Attorneys in Orange, Santa Clara, Santa Cruz, Alameda, Marin, Napa, Solano, Sonoma, Monterey, and Shasta counties that it made false and misleading representations about some of its products and marketed a product with over 0.5 micrograms of lead without the warning label required by California's Proposition 65.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://www.alcoda.org/newsroom/2011/feb/settlement_in_dietary_supplement_fraud_case#more",""
"LG Electronics","LG","$275,000","$0","$275,000","2011","20110103","consumer-protection-related offenses","consumer protection violation","","LG Electronics, Panasonic, Samsung, Sharp and Sony agreed to pay a total of $1.25 million and contribute $1.125 million of audio-visual equipment to Californian schools and institutions in settlement of allegations by District Attorneys in seven counties that they violated state law by stating TV screen sizes rounded to the nearest inch. The announcement did not specify how much each company would pay. Here we assume the amounts were divided equally among the five.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","South Korea","","publicly traded","","diversified","diversified","https://web.archive.org/web/20131122125231/http://da.co.la.ca.us/mr/archive/2011/010311a.htm",""
"Panasonic","Panasonic","$275,000","$0","$275,000","2011","20110103","consumer-protection-related offenses","consumer protection violation","","LG Electronics, Panasonic, Samsung, Sharp and Sony agreed to pay a total of $1.25 million and contribute $1.125 million of audio-visual equipment to Californian schools and institutions in settlement of allegations by District Attorneys in seven counties that they violated state law by stating TV screen sizes rounded to the nearest inch. The announcement did not specify how much each company would pay. Here we assume the amounts were divided equally among the five.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","Japan","","publicly traded","","electrical and electronic equipment","consumer electronics","https://web.archive.org/web/20131122125231/http://da.co.la.ca.us/mr/archive/2011/010311a.htm",""
"Samsung","Samsung","$275,000","$0","$275,000","2011","20110103","consumer-protection-related offenses","consumer protection violation","","LG Electronics, Panasonic, Samsung, Sharp and Sony agreed to pay a total of $1.25 million and contribute $1.125 million of audio-visual equipment to Californian schools and institutions in settlement of allegations by District Attorneys in seven counties that they violated state law by stating TV screen sizes rounded to the nearest inch. The announcement did not specify how much each company would pay. Here we assume the amounts were divided equally among the five.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","South Korea","","publicly traded","","diversified","diversified","https://web.archive.org/web/20131122125231/http://da.co.la.ca.us/mr/archive/2011/010311a.htm",""
"Sharp","Foxconn Technology Group (Hon Hai Precision Industry Company)","$275,000","$0","$275,000","2011","20110103","consumer-protection-related offenses","consumer protection violation","","LG Electronics, Panasonic, Samsung, Sharp and Sony agreed to pay a total of $1.25 million and contribute $1.125 million of audio-visual equipment to Californian schools and institutions in settlement of allegations by District Attorney Offices in seven counties that they violated state law by stating TV screen sizes rounded to the nearest inch. The announcement did not specify how much each company would pay. Here we assume the amounts were divided equally among the five.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","Taiwan","","publicly traded","","electrical and electronic equipment","electronic equipment","https://web.archive.org/web/20131122125231/http://da.co.la.ca.us/mr/archive/2011/010311a.htm",""
"Sony","Sony","$275,000","$0","$275,000","2011","20110103","consumer-protection-related offenses","consumer protection violation","","LG Electronics, Panasonic, Samsung, Sharp and Sony agreed to pay a total of $1.25 million and contribute $1.125 million of audio-visual equipment to Californian schools and institutions in settlement of allegations by District Attorneys in seven counties that they violated state law by stating TV screen sizes rounded to the nearest inch. The announcement did not specify how much each company would pay. Here we assume the amounts were divided equally among the five.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","Japan","","publicly traded","SNE","electrical and electronic equipment","consumer electronics","https://web.archive.org/web/20131122125231/http://da.co.la.ca.us/mr/archive/2011/010311a.htm",""
"Matrixx Initiatives","","$428,800","$0","$428,800","2010","20101203","consumer-protection-related offenses","consumer protection violation","","Matrixx Initiatives, maker of Zicam medicines, agreed to pay $428,800 in settlement of allegations by five California District Attorneys that it violated state laws by packaging products with extra space that misled consumers as to the actual size.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://web.archive.org/web/20110309092117/http://da.co.la.ca.us/mr/120310b.htm",""
"Sears and Kmart","Sears","$1,100,000","$0","$1,100,000","2010","20100719","consumer-protection-related offenses","consumer protection violation","","Sears, Roebuck and Co. and Kmart agreed to pay a total of $1.1 million in settlement of allegations by six California District Attorneys that they charged more for California Redemption Value beverage containers than allowed by law, and that Kmart charged the fee for containers it did not apply to.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Illinois","publicly traded","SHLD","retailing","retail-department stores","https://web.archive.org/web/20110309095818/http://da.co.la.ca.us/mr/071910a.htm",""
"PETCO Animal Supplies, Inc.","CVC Capital Partners","$1,750,000","$0","$1,750,000","2010","20100602","consumer-protection-related offenses","consumer protection violation","","PETCO agreed to pay $1.75 million in settlement of allegations by five California District Attorneys and the City Attorney of San Diego that it overcharged customers and failed to properly care for animals.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","Luxembourg","","privately held","","private equity (including portfolio companies)","private equity (including portfolio companies)","https://web.archive.org/web/20110309090558/http://da.co.la.ca.us/mr/060210d.htm",""
"Starbucks","Starbucks","$225,000","$0","$225,000","2009","20090818","consumer-protection-related offenses","consumer protection violation","","Starbucks agreed to pay $225,000 to the District Attorneys of Monterey, Shasta and Sonoma counties to resolve allegations it failed to refund gift card balances to customers. ","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Washington","publicly traded","SBUX","restaurants and foodservice","restaurants","NorCal DAs reach settlement with Starbucks, Associated Press, August 18, 2009 (via Nexis).",""
