"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"St. HOPE Academy","","$423,836","$0","$423,836","2009","20090601","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of California","civil","","","","","","","","","","","","","","","","","","U.S. SETTLES CLAIMS ARISING OUT OF ST. HOPE ACADEMY'S SPENDING OF AMERICORPS GRANTS, EDUCATION AWARDS, US Fed News, June 1, 2009 (via Nexis).",""
"Aerometals, Inc.","","$251,200","$0","$251,200","2005","20050203","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of California","civil","","","","","","","","","","","","","","","","","","EL DORADO HILLS COMPANY SETTLES FRAUD CASE ARISING OUT OF EMPLOYEE'S WHISTLE-BLOWER CLAIMS AND CRIMINAL INVESTIGATION, US Fed News, February 3, 2005 (via Nexis).",""
"Fluor Daniel Inc.","Fluor","$8,500,000","$0","$8,500,000","2001","20010507","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","","","","","","","USA","Texas","publicly traded","FLR","construction and engineering","construction & engineering","http://s3.amazonaws.com/fcmd/documents/documents/000/000/093/original/usao-pr.pdf?1423018811",""
"Booz Allen Hamilton, Inc.","Booz Allen Hamilton","$3,365,664","$0","$3,365,664","2006","20060103","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","","","","","","","USA","Virginia","publicly traded","BAH","miscellaneous services","management consulting","http://s3.amazonaws.com/fcmd/documents/documents/000/000/220/original/doj-press-release.pdf?1423018884",""
"Bearingpoint, Inc.","BearingPoint","$15,000,000","$0","$15,000,000","2006","20060103","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","","","","","","","Netherlands","","privately held","","miscellaneous services","management consulting","http://s3.amazonaws.com/fcmd/documents/documents/000/000/220/original/doj-press-release.pdf?1423018884",""
"Ernst & Young","Ernst & Young","$4,471,980","$0","$4,471,980","2006","20060103","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","","","","","","","USA","New York","privately held","","business services","business services","http://s3.amazonaws.com/fcmd/documents/documents/000/000/220/original/doj-press-release.pdf?1423018884",""
"KPMG LLP","KPMG","$2,770,000","$0","$2,770,000","2006","20060103","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","","","","","","","Netherlands","","privately held","","business services","business services","http://s3.amazonaws.com/fcmd/documents/documents/000/000/220/original/doj-press-release.pdf?1423018884",""
"St. Elizabeth Regional Medical Center","","$4,000,000","$0","$4,000,000","2006","20061030","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","Nebraska","Lincoln","","","","","","","","","","","NEBRASKA HOSPITAL PAYS $4 MILLION TO RESOLVE LAWSUIT ALLEGING THAT IT FAILED TO RETURN OVERPAYMENTS FROM GOVERNMENT HEALTH INSURANCE PROGRAMS, US Fed News, October 30, 2006 (via Nexis).",""
"EG&G Technical Services, Inc","AECOM","$1,765,164","$0","$1,765,164","2009","20090526","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","","","","","","","USA","California","publicly traded","ACM","construction and engineering","construction & engineering","https://www.justice.gov/archive/usao/cac/Pressroom/pr2009/066.html",""
"Photon Research Associates, Inc.","","$1,900,000","$0","$1,900,000","2004","20041004","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of California","civil","","","","","","","","","","","","","","","","","","INFORMATION ISSUED BY U.S. ATTORNEY'S OFFICE FOR THE SOUTHERN DISTRICT OF CALIFORNIA ON OCT. 4, US Fed News, October 4, 2004 (via Nexis).",""
"Children's Dental Group, P.C.","","$212,000","$0","$212,000","2011","20111011","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","","","","","","","","","","","","","NEW HAVEN DENTIST PAYS $212,000 TO SETTLE FALSE CLAIMS ACT ALLEGATIONS, US Fed News, October 11, 2011 (via Nexis).",""
"Saint Francis Hospital and Medical Center","Trinity Health","$516,527","$0","$516,527","2011","20110810","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Hartford","","","","","USA","Michigan","non-profit","","healthcare services","hospitals","SAINT FRANCIS HOSPITAL PAYS $516,527 TO SETTLE ALLEGATIONS UNDER THE FALSE CLAIMS ACT, US Fed News, August 10, 2011 (via Nexis).",""
"Walgreen Co.","Walgreens Boots Alliance","$140,000","$140,000","$0","2011","20110727","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","","","","","","USA","Illinois","publicly traded","WBA","retailing","retail-pharmacies","WALGREENS PAYS $140,000 TO SETTLE ALLEGATIONS UNDER THE FALSE CLAIMS ACT, US Fed News, July 27, 2011 (via Nexis).",""
"Rheumatology & Allergy Institute of Connecticut , LLC","","$222,855","$0","$222,855","2009","20091228","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Manchester","","","","","","","","","","","MANCHESTER RHEUMATOLOGIST PAYS $222,855 TO SETTLE ALLEGATIONS UNDER THE FALSE CLAIMS ACT, US Fed News, December 28, 2009 (via Nexis).",""
"Silver Hill Hospital, Inc.","","$60,338","$0","$60,338","2009","20090108","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","New Canaan","","","","","","","","","","","SILVER HILL HOSPITAL PAYS $60,338.49 TO SETTLE ALLEGATIONS UNDER THE FALSE CLAIMS ACT, US Fed News, October 8, 2009 (via Nexis).",""
"Yale University","Yale University","$7,600,000","$0","$7,600,000","2008","20081223","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","New Haven","","","","","USA","Connecticut","non-profit","","miscellaneous services","university","YALE UNIVERSITY TO PAY $7.6 MILLION TO RESOLVE FALSE CLAIMS ACT AND COMMON LAW ALLEGATIONS, US Fed News, December 23, 2008 (via Nexis).",""
"Manchester Memorial Hospital","","$712,166","$0","$712,166","2008","20081125","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Manchester","","","","","","","","","","","MANCHESTER MEMORIAL HOSPITAL ENTERS INTO $712,166 FEDERAL CIVIL SETTLEMENT AGREEMENT, US Fed News, November 25, 2008 (via Nexis).",""
"Walnut Hill Care Center","","$222,419","$0","$222,419","2008","20081107","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","New Britain","","","","","","","","","","","NEW BRITAIN NURSING FACILITY PAYS $222,419 TO SETTLE ALLEGATIONS UNDER THE FALSE CLAIMS ACT, US Fed News, November 7, 2008 (via Nexis).",""
"Carlson Therapy Network","","$1,886,834","$0","$1,886,834","2008","20080922","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","","","","","","","","","","","","https://media.defense.gov/2008/Sep/22/2001710957/-1/-1/1/Carlson_CT%20USA.pdf",""
"Connecticut VNA","","$163,438","$0","$163,438","2008","20081105","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","","","","","","","","","","","","CONNECTICUT VNA PAYS $163,438 TO SETTLE ALLEGATIONS UNDER THE FALSE CLAIMS ACT, US Fed News, November 5, 2008 (via Nexis).",""
"Hartford Hospital","Hartford HealthCare","$788,960","$0","$788,960","2008","20080528","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Hartford","","","","","USA","Connecticut","non-profit","","healthcare services","healthcare services","HARTFORD HOSPITAL ENTERS INTO $788,960 FEDERAL CIVIL SETTLEMENT AGREEMENT, US Fed News, May 28, 2008 (via Nexis).",""
"Greenwich Hospital","Yale New Haven Health","$605,274","$0","$605,274","2008","20080512","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Greenwich","","","","","USA","Connecticut","non-profit","","healthcare services","hospitals","GREENWICH HOSPITAL ENTERS INTO $605,274 FEDERAL CIVIL SETTLEMENT AGREEMENT, US Fed News, May 12, 2008 (via Nexis).",""
"John Dempsey Hospital","","$475,278","$0","$475,278","2007","20070626","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Farmington","","","","","","","","","","","JOHN DEMPSEY HOSPITAL SETTLES CIVIL ALLEGATIONS UNDER FALSE CLAIMS ACT, US Fed News, June 26, 2007 (via Nexis).",""
"Earth Technology II, LLC","","$500,000","$0","$500,000","2006","20061221","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","criminal","","","","","","Connecticut","","","","","","","","","","","","ENVIRONMENTAL CONTRACTOR TO PAY $500,000 FINE, US Fed News, December 21, 2006 (via Nexis).",""
"Danbury Hospital Inc.","Nuvance Health","$2,355,846","$0","$2,355,846","2006","20061026","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Danbury","","","","","USA","New York","non-profit","","healthcare services","hospitals","DANBURY HOSPITAL ENTERS INTO CIVIL SETTLEMENT AGREEMENT, US Fed News, October 26, 2006 (via Nexis).",""
"Performance Health of Bridgeport P.C.","","$10,000","$0","$10,000","2006","20060721","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Bridgeport","","","","","","","","","","","BRIDGEPORT COMPANY FINED FOR MAKING FALSE STATEMENTS TO MEDICARE, US Fed News, July 21, 2006 (via Nexis).",""
"Main Street Pediatrics P.C.","","$230,977","$0","$230,977","2006","20060623","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Bridgeport","","","","","","","","","","","BRIDGEPORT PEDIATRIC PRACTICE SETTLES CIVIL ALLEGATIONS UNDER FALSE CLAIMS ACT, US Fed News, June 23, 2006 (via Nexis).",""
"University of Connecticut","","$2,500,000","$0","$2,500,000","2006","20060109","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","","","","","","","","","","","","UCONN AGREES TO PAY $2.5 MILLION TO SETTLE FALSE CLAIMS ALLEGATIONS, US Fed News, January 9, 2006 (via Nexis).",""
"Winsted Pediatrics","","$27,000","$0","$27,000","2006","20060105","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Winsted","","","","","","","","","","","WINSTED PEDIATRIC PRACTICE SETTLES CIVIL ALLEGATIONS UNDER FALSE CLAIMS ACT, US Fed News, January 5, 2006 (via Nexis).",""
"Hillcrest Healthcare Inc.","","$750,000","$0","$750,000","2005","20050518","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","","","","","","","","","","","","NURSING HOME AGREES TO PAY $750,000 TO SETTLE ALLEGATIONS UNDER FALSE CLAIMS ACT, US Fed News, May 18, 2005 (via Nexis).",""
"St. Francis Hospital and Medical Center","Trinity Health","$299,363","$0","$299,363","2005","20050214","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","Hartford","","","","","USA","Michigan","non-profit","","healthcare services","hospitals","ST. FRANCIS HOSPITAL SETTLES CIVIL ALLEGATIONS UNDER FALSE CLAIMS ACT, US Fed News, February 14, 2005 (via Nexis). ",""
"Torrington-Winsted Pediatric Associates P.C.","","$201,687","$0","$201,687","2005","20050103","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","","","","","","","","","","","","TWO PEDIATRIC PRACTICES SETTLE CIVIL ALLEGATIONS UNDER FALSE CLAIMS ACT, US Fed News, January 3, 2005 (via Nexis).",""
"Pediatric & Adolescent Healthcare P.C.","","$242,370","$0","$242,370","2005","20050103","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","","","","","","","","","","","","TWO PEDIATRIC PRACTICES SETTLE CIVIL ALLEGATIONS UNDER FALSE CLAIMS ACT, US Fed News, January 3, 2005 (via Nexis).",""
"Professional Ambulance Service of Norwich Inc.","","$1,598,040","$0","$1,598,040","2004","20041019","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","","","","","","","","","","","","NORWICH AMBULANCE COMPANY PLEADS GUILTY TO FEDERAL HEALTH CARE FRAUD CHARGE, US Fed News, October 19, 2004 (via Nexis).",""
"Dianon Systems Inc.","Laboratory Corp. of America","$4,800,000","$0","$4,800,000","2002","20021213","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","LH","healthcare services","healthcare services","Dianon settles U.S. probe for $4.8m, Connecticut Post, December 13, 2002 (via Nexis).",""
"Bridges of Maine, LLC","","$99,100","$0","$99,100","2013","20130710","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maine","civil","","","","","","Maine","","","","","","","","","","","","GRAY AND WATERBORO COMPANY SETTLES FEDERAL HEALTH CARE EXCLUDED PROVIDER COMPLAINT, US Fed News, July 10, 2013 (via Nexis).",""
"Walgreen Co.","Walgreens Boots Alliance","$350,000","$0","$350,000","2012","20120315","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maine","civil","","","","","","","","","","","","USA","Illinois","publicly traded","WBA","retailing","retail-pharmacies","WALGREENS SETTLES FEDERAL AND STATE HEALTH CARE BILLING COMPLAINT, US Fed News, March 15, 2012 (via Nexis).",""
"Acadia Foot & Ankle","","$52,555","$0","$52,555","2007","20070716","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maine","civil","","","","","","Maine","Bangor","","","","","","","","","",""," SETTLE FEDERAL HEALTH CARE BILLING ISSUES, US Fed News, July 16, 2007 (via Nexis).",""
"Lockheed Martin","Lockheed Martin","$5,000,000","$0","$5,000,000","2000","20000505","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of New Hampshire","civil","","","","","","","","","","","","USA","Maryland","publicly traded","LMT","aerospace and military contracting","aerospace & military contracting","http://s3.amazonaws.com/fcmd/documents/documents/000/001/540/original/lockheed-martin-overcharging-for-anti-sub-equipment_sett.pdf?1423020540",""
"Rhode Island Hospital","Lifespan Corporation","$5,300,000","$0","$5,300,000","2012","20120213","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Rhode Island","civil","","","","","","Rhode Island","","","","","","USA","Rhode Island","non-profit","","healthcare services","hospitals","R.I. HOSPITAL TO PAY $5.3M FOR ORDERING UNNECESSARY HOSPITAL STAYS BILLED TO FEDERAL HEALTH CARE PROGRAMS, US Fed News, February 13, 2012 (via Nexis).",""
"Grant Park Care Center","","$2,000,000","$0","$2,000,000","2008","20081126","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Columbia","civil","","","","","","District of Columbia","","","","","","","","","","","","U.S., D.C. REACH $2 MILLION SETTLEMENT WITH GRANT PARK CARE CENTER TO SETTLE ALLEGATIONS REGARDING FRAUDULENT BILLINGS TO MEDICARE & MEDICAID, US Fed News, November 26, 2008 (via Nexis).",""
"Emery Worldwide Airlines","XPO Logistics","$10,000,000","$0","$10,000,000","2006","20061114","government-contracting-related offenses","False Claims Act and related","","The United States Government reached a $10,000,000 settlement with former U.S. Postal Service contractor Emery Worldwide Airlines concerning its responsibility for the acts of its employees in allegedly submitting knowingly inflated billings to the USPS for the handling of Priority Mail at mail processing facilities during a multi-year contract.","federal","agency action","U.S. Attorney-District of Columbia","civil","","","","","","","","","","","","USA","Connecticut","publicly traded","XPO","freight and logistics","trucking and logistics","U.S. REACHES $10,000,000 SETTLEMENT WITH EMERY WORLDWIDE AIRWAYS CONCERNING ITS ALLEGED FRAUDULENT BILLING, US Fed News, November 14, 2006 (via Nexis).",""
"Avaya Communications, Inc.","Avaya Holdings","$255,000","$0","$255,000","2006","20061018","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Columbia","civil","","","","","","","","","","","","USA","California","publicly traded","AVYA","telecommunications","telecommunications","U.S. REACHES $255,000 SETTLEMENT WITH AVAYA COMMUNICATIONS CONCERNING ITS POTENTIAL LIABILITY FOR ACTS OF ITS FORMER TECHNICIAN WHO DEFRAUDED U.S. DEPARTMENT OF EDUCATION, US Fed News, October 18, 2006 (via Nexis).",""
"Watson Wyatt & Company","Willis Towers Watson","$689,828","$0","$689,828","2005","20050831","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Columbia","civil","","","","","","","","","","","","Britain","","publicly traded","WLTW","financial services","insurance","U.S. REACHES $689,828 SETTLEMENT WITH CONSULTING COMPANY TO RESOLVE BILLING IRREGULARITIES COMPANY VOLUNTARILY DISCLOSED TO DOD, US Fed News, August 31, 2005 (via Nexis).",""
"Drs. Groover Christie Merritt, P.C.","","$443,165","$0","$443,165","2005","20050314","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Columbia","civil","","","","","","","","","","","","","","","","","","U.S. REACHES $443,165 SETTLEMENT WITH MARYLAND-BASED RADIOLOGY PRACTICE TO RESOLVE ALLEGATIONS THAT FALSE CLAIMS WERE SUBMITTED TO MEDICARE, US Fed News, March 14, 2005 (via Nexis).",""
"Keystone Health Plan East","","$1,080,588","$0","$1,080,588","2004","20040713","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Columbia","civil","","","","","","","","","","","","","","","","","","KEYSTONE HEALTH PLAN EAST TO PAY U.S. MORE THAN $1 MILLION TO RESOLVE FALSE CLAIMS ACT ALLEGATIONS, US Fed News, July 13, 2004 (via Nexis).",""
"Eckerd Corp.","Rite Aid","$1,700,000","$0","$1,700,000","2001","20010731","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Middle District of Florida","criminal","","","","","","","","","","","","USA","Pennsylvania","publicly traded","RAD","retailing","retail-pharmacies","ECKERD CORP. WILL PLEAD GUILTY IN FALSE CLAIMS CASE, Bradenton Herald, July 31, 2001 (via Nexis).",""
"Sebastian River Medical Center","","$1,275,000","$0","$1,275,000","2007","20070726","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Florida","civil","","","","","","Florida","","","","","","","","","","","","NEUROSURGEON AND HOSPITAL PAY $1,275,000 SETTLEMENT FOR MEDICALLY UNNECESSARY SPINAL SURGERIES, US Fed News, July 26, 2007 (via Nexis).",""
"Mount Sinai Medical Center of Florida, Inc.","Mount Sinai Medical Center (FL)","$3,495,524","$0","$3,495,524","2006","20060810","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Florida","civil","","","","","","Florida","","","","","","USA","Florida","non-profit","","healthcare services","hospitals","MOUNT SINAI MEDICAL CENTER ENTERS SETTLEMENT ON FALSE CLAIMS ACT ALLEGATIONS FOR $3.49 MILLION, US Fed News, August 10, 2006 (via Nexis).",""
"University of Miami","","$3,891,848","$0","$3,891,848","2005","20050517","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Florida","civil","","","","","","Florida","Miami","","","","","","","","","","","SETTLEMENT OF QUI TAM AGAINST UNIVERSITY OF MIAMI GOVERNMENT RECOVERS $3.89 MILLION, US Fed News, May 17, 2005 (via Nexis).",""
"Humana","Humana","$14,500,000","$0","$14,500,000","2000","20000607","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Florida","civil","","","","","","","","","","","","USA","Kentucky","publicly traded","HUM","healthcare services","insurance; managed care","https://www.sun-sentinel.com/news/fl-xpm-2000-06-07-0006070181-story.html",""
"Memorial Health, Inc.","","$5,080,000","$0","$5,080,000","2008","20080424","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Georgia","civil","","","","","","Georgia","Savannah","","","","","","","","","","","SAVANNAH'S MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER TO PAY U.S. $5.08 MILLION TO RESOLVE FRAUD ALLEGATIONS, US Fed News, April 24, 2008 (via Nexis).",""
"Morehouse College","","$1,200,000","$0","$1,200,000","2011","20110804","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of Georgia","civil","","","","","","Georgia","","","","","","","","","","","","https://oig.nasa.gov/docs/pr2011-H.pdf",""
"Mercy Medical Center","","$400,000","$0","$400,000","2009","20091202","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of Iowa","civil","","","","","","Iowa","Sioux City","","","","","","","","","","","Sioux City Hospital to Pay $400,000 to Resolve False Claims Allegations, Targeted News Service, December 2, 2009 (via Nexis).",""
"Boeing","Boeing","$1,093,236","$0","$1,093,236","2007","20070716","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Kansas","civil","","","","","","","","","","","","USA","Illinois","publicly traded","BA","aerospace and military contracting","aerospace & military contracting","http://s3.amazonaws.com/fcmd/documents/documents/000/000/793/original/boeing-kc135-overbilling_pr.pdf?1423019559",""
"Hillsboro Area Hospital","","$300,000","$0","$300,000","2007","20070205","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Central District of Illinois","civil","","","","","","Illinois","Hillsboro","","","","","","","","","","","HILLSBORO AREA HOSPITAL AGREES TO PAY $300,000 IN CIVIL SETTLEMENT, US Fed News, February 5, 2007 (via Nexis).",""
"Northrop Grumman Corporation","Northrop Grumman","$62,000,000","$0","$62,000,000","2005","20050301","government-contracting-related offenses","False Claims Act and related","","Northrop Grumman Corp. agreed to pay the United States $62 million to resolve allegations of overcharging the government by fraudulently accounting for materials purportedly used in multiple defense contracts and by fraudulently inflating the cost and misrepresenting the progress of a radar jamming device for the B-2 Stealth Bomber under an Air Force contract.","federal","agency action","U.S. Attorney-Northern District of Illinois","civil","","","","","","","","","","","","USA","Virginia","publicly traded","NOC","aerospace and military contracting","aerospace & military contracting","http://s3.amazonaws.com/fcmd/documents/documents/000/001/518/original/northrop-grumman-robinson_pr.pdf?1423020522",""
"Farrell Lines and DAMCO USA Inc.","","$3,659,500","$0","$3,659,500","2016","20160310","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Illinois","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-sdil/pr/shipping-companies-fined-falsifying-records-under-defense-contract",""
"Maersk Line, Limited","Maersk","$8,700,000","$0","$8,700,000","2014","20141105","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Illinois","civil","","","","","","","","","","","","Denmark","","publicly traded","","freight and logistics","ocean shipping","https://www.justice.gov/usao-sdil/pr/united-states-attorney-wigginton-announces-multi-million-dollar-fraud-recovery-behalf",""
"TBC Products Inc.","","$7,399,649","$0","$7,399,649","2005","20050218","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Illinois","criminal","","","","","","","","","","","","","","","","","","SUBSIDIARY OF McKESSON IS SENTENCED FOR FELONY AUDIT OBSTRUCTION CHARGES, WILL PAY $7.3 MILLION AS CRIMINAL FINE, CIVIL PAYMENT, US Fed News, February 18, 2005 (via Nexis).",""
"SW Management","","$546,290","$0","$546,290","2004","20040701","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Illinois","civil","","","","","","Illinois","Skokie","","","","","","","","","","","SW MANAGEMENT PAYS $546,290 TO SETTLE ALLEGATIONS CONCERNING BILLING PRACTICES, US Fed News, July 1, 2004 (via Nexis).",""
"Hawker Beechcraft Corporation","Textron","$286,072","$0","$286,072","2007","20071024","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Kansas","civil","","","","","","","","","","","","USA","Rhode Island","publicly traded","TXT","aerospace and military contracting","aerospace & military contracting","http://s3.amazonaws.com/fcmd/documents/documents/000/001/795/original/hawker-beechcraft-spare-parts_pr.pdf?1423021704",""
"Blue Cross and Blue Shield of Kansas City","","$1,900,000","$0","$1,900,000","2001","20010810","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Kansas","civil","","","","","","Kansas","","","","","","","","","","","","Blue Cross fined for claims; Insurer to exit Medicare HMO business as part of settlement with government, Kansas City Star, August 10, 2001 (via Nexis).",""
"HealthEssentials Solutions, Inc.","","$3,105,931","$0","$3,105,931","2008","20080328","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Kentucky","criminal","","","","","","Kentucky","","","","","","","","","","","","HEALTHESSENTIALS SOLUTIONS, INC. AGREES TO PLEAD GUILTY TO SUBMITTING FALSE STATEMENTS RELATING TO HEALTH CARE MATTERS, US Fed News, March 28, 2008 (via Nexis).",""
"Gohmann Asphalt and Construction, Inc.","","$8,221,396","$0","$8,221,396","2007","20071210","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Kentucky","civil","","","","","","","","","","","","","","","","","","INDIANA CONTRACTOR AGREES TO PAY $8.2 MILLION TO SETTLE FEDERAL AND STATE FRAUD CLAIMS, US Fed News, December 10, 2007 (via Nexis).",""
"Aging Care Home Health","","$4,692,511","$0","$4,692,511","2008","20080108","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Louisiana","civil","","","","","","Louisiana","Monroe","","","","","","","","","","","HOME HEALTHCARE AGENCY, OWNER ORDERED TO PAY $4.7 MILLION IN DAMAGES, PENALTIES FOR FILING FALSE CLAIMS IN MEDICARE PROGRAM, US Fed News, January 8, 2008 (via Nexis).",""
"Johns Hopkins Bayview Medical Center, Inc.","Johns Hopkins Medicine","$2,750,000","$0","$2,750,000","2009","20090630","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","Maryland","","","","","","USA","Maryland","non-profit","","healthcare services","hospitals","https://www.justice.gov/archive/usao/md/news/archive/JohnsHopkinsBayviewMedicalCenterSettlesFalseClaimsActCase.html",""
"Engineering Systems Solutions Inc.","","$702,000","$0","$702,000","2012","20120110","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","Maryland","","","","","","","","","","","","https://media.defense.gov/2012/Jan/10/2001711055/-1/-1/1/EESPR.pdf",""
"MassTech, Inc.","","$1,900,000","$0","$1,900,000","2018","20180503","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","Maryland","","","","","","","","","","","","https://oig.nasa.gov/docs/pr2018_B.pdf",""
