"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Dey, Inc.","Mylan","$600,000","$0","$600,000","2004","20041104","competition-related offenses","fraud","","Dey, Inc. agreed to pay $600,000 to settle allegations it fraudulently inflated the average wholesale price of its drugs, which, in turn, increased the amount of money Medicaid reimbursed health-care providers for those drugs. ","state","agency action","Arkansas Attorney General","civil","","","","","","Arkansas","","","","","","Netherlands (reincorporated for tax reasons)","","publicly traded","MYL","pharmaceuticals","pharmaceuticals","https://web.archive.org/web/20050923144333fw_/http://www.ag.state.ar.us/news/prrecent226.htm",""
"Diageo North America, Inc.","Diageo","$153,333","$0","$153,333","2006","20061030","competition-related offenses","price-fixing or anti-competitive practices","","The New York Attorney General announced that 15 large wine and liquor suppliers would pay a total of $2.3 million in fines and costs to resolve allegations that they engaged in illegal marketing practices that harmed smaller retailers, bars and restaurants. The announcement did not specify how the amount would be divided among the companies. Here we assume it was split evenly among them.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","Britain","","publicly traded","DEO","beverages","beverages","https://web.archive.org/web/20101111165325/http://www.ag.ny.gov/media_center/2006/oct/oct30a_06.html",""
"Duke Energy","Duke Energy","$207,500,000","$0","$207,500,000","2004","20040713","competition-related offenses","energy market manipulation","","The California Attorney announced a $207.5 million settlement with Duke Energy to resolve claims that Duke overcharged for wholesale electricity during the state's Energy Crisis of 2000-01. Washington and Oregon also participated in the settlement, receiving $3.25 million each.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","DUK","utilities and power generation","utilities","https://www.oag.ca.gov/news/press-releases/attorney-general-lockyer-announces-2075-million-electricity-price-gouging",""
"Dynegy","Vistra Energy","$281,500,000","$0","$281,500,000","2004","20040426","competition-related offenses","energy market manipulation","","The California Attorney General and other California parties reached a $281.5 million settlement with Dynegy that would provide state ratepayers at least $256.4 million in benefits to compensate for price gouging by Dynegy during the Energy Crisis of 2000-01.","state","agency action","California Attorney General","civil","","","","","","California","","","","","","USA","Texas","publicly traded","VST","utilities and power generation","power systems","https://www.oag.ca.gov/news/press-releases/attorney-general-lockyer-announces-2815-million-settlement-dynegy-energy-refund",""
"E & J Gallo Winery","E. & J. Gallo Winery","$153,333","$0","$153,333","2006","20061030","competition-related offenses","price-fixing or anti-competitive practices","","The New York Attorney General announced that 15 large wine and liquor suppliers would pay a total of $2.3 million in fines and costs to resolve allegations that they engaged in illegal marketing practices that harmed smaller retailers, bars and restaurants. The announcement did not specify how the amount would be divided among the companies. Here we assume it was split evenly among them.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","USA","California","privately held","","beverages","wines","https://web.archive.org/web/20101111165325/http://www.ag.ny.gov/media_center/2006/oct/oct30a_06.html",""
"E*Trade","E-Trade Financial","$100,000","$0","$100,000","2012","20120830","competition-related offenses","price-fixing or anti-competitive practices","","Online retail brokers E*Trade and TradeKing agreed to pay a total of $200,000 as part of the settlement of a lawsuit brought by Connecticut, Iowa and Missouri alleging potential violations of antitrust law. The announcement did not specify how much each company would pay. Here we assume the amount was divided equally between them.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","New York","publicly traded","ETFC","financial services","financial services","https://web.archive.org/web/20170323211632/https:/www.iowaattorneygeneral.gov/newsroom/miller-two-states-reach-agreement-with-e-trade-and-tradeking-in-investigation-of-retail-securities/",""
"East Coast Staffing, Inc.","","$65,431","$0","$65,431","2006","20060223","competition-related offenses","fraud","","","state","agency action","Massachusetts Attorney General","criminal","","","","","","Massachusetts","Brockton","","","","","","","","","","","https://web.archive.org/web/20060924204410/http://www.ago.state.ma.us/sp.cfm?pageid=986&id=1611",""
"Ebay","eBay","$3,750,000","$0","$3,750,000","2014","20140501","competition-related offenses","price-fixing or anti-competitive practices","","The California Attorney General announced a nearly $4 million settlement with eBay over allegations the company violated state anticompetitive laws by making a ""no-poach"" agreement with Intuit between 2006 and 2009.","state","agency action","California Attorney General","civil","","","","","","California","","","","","","USA","California","publicly traded","EBAY","retailing","retail-internet","https://www.oag.ca.gov/news/press-releases/attorney-general-kamala-d-harris-reaches-4-million-settlement-ebay-over",""
"Eisai","Eisai","$7,634,700","$0","$7,634,700","2000","20001011","competition-related offenses","price-fixing or anti-competitive practices","","Six international vitamin companies agreed to pay a total of $255 million to settle multistate litigation accusing them of conspiring to fix prices. The settlement agreement linked below lists the percentages of the total applicable to each defendant; they were used to determine the penalty amounts in the individual company entries here. The companies reached a separate $85 million agreement with California. These are covered in separate Violation Tracker entries.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Japan","","publicly traded","","pharmaceuticals","pharmaceuticals","http://app3.naag.org/antitrust/search/viewCivilLitigation.php?trans_id=182",""
"Eisai Co.","Eisai","$2,544,900","$0","$2,544,900","2000","20001010","competition-related offenses","price-fixing or anti-competitive practices","","The California Attorney General reached an $85 million with six major vitamin producers to resolve international price-fixing allegations. This was separate from a $255 million settlement the companies reached with a group of other states. The California announcement did not indicate how the $85 million would be apportioned among the defendants. We assume here that it divided up according to the same percentages used in the larger settlement.","state","agency action","California Attorney General","civil","","","","","","California","","","","","","Japan","","publicly traded","","pharmaceuticals","pharmaceuticals","https://www.oag.ca.gov/news/press-releases/attorney-general-lockyer-announces-80-million-antitrust-settlement-involving",""
"Eisai Co.","Eisai","$111,167","$0","$111,167","2002","20020904","competition-related offenses","price-fixing or anti-competitive practices","","Hoffman-La Roche Inc. and Roche Vitamins Inc.; BASF Corporation; Aventis Animal Nutrition S.A., formerly Rhone-Poulenc Animal Nutrition S.A.; Takeda Chemical Industries, Ltd.; Eisai Co., Ltd.; and Daiichi Pharmaceutical Co., Ltd. agreed to jointly pay $667,000 in settlement of allegations they enaged in price fixing of vitamins. The Commonwealth of Massachusetts did not participate in the multistate settlement in October 2000 and instead made claims for antitrust damages under the Massachusetts Consumer Protection Act. The announcement did not indicate how much each company would pay. Here we assume the amount was divided equally among them.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","Japan","","publicly traded","","pharmaceuticals","pharmaceuticals","https://web.archive.org/web/20020928141823/http://www.ago.state.ma.us/press_rel/vitamins.asp",""
"El Paso Corp","Kinder Morgan","$70,000,000","$0","$70,000,000","2004","20041227","competition-related offenses","price-fixing or anti-competitive practices","","El Paso Corp. agreed to pay more than $70 million to settle allegations of conspiring to reduce the transmission capacity in the El Paso Pipeline in an attempt to elevate natural gas prices in Arizona and increase profits.","state","agency action","Arizona Attorney General","civil","","","","","","Arizona","","","","","","USA","Texas","publicly traded","KMI","pipelines","pipelines","https://web.archive.org/web/20050420042033/http://www.ag.state.az.us/press_releases/dec/2004/122704.html",""
"El Paso Corporation","Kinder Morgan","$1,450,000,000","$0","$1,450,000,000","2003","20030626","competition-related offenses","energy market manipulation","","State negotiators in California finalized a settlement with El Paso Corporation that would provide $1.45 billion in relief to electricity and gas ratepayers. The deal resolved an investigation of the company's role in the California energy crisis of 2000-2001. Approximately $92 million of the settlement went to the states of Oregon, Washington and Nevada.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","Texas","publicly traded","KMI","pipelines","pipelines","https://www.oag.ca.gov/news/press-releases/attorney-general-lockyer-announces-finalization-el-paso-settlement-gives",""
"Elpida Memory Inc.","Micron Technology","$4,259,948","$0","$4,259,948","2010","20100624","competition-related offenses","price-fixing or anti-competitive practices","","Six manufacturers of Dynamic Random Access Memory (DRAM) computer chips agreed to pay $173 million to settle multistate litigation alleging they conspired in an illegal global scheme to fix prices. The breakdown by company was not initially announced but later was reported in the court document linked below.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","Idaho","publicly traded","MU","electrical and electronic equipment","semiconductors","https://www.oag.ca.gov/news/press-releases/brown-announces-173-million-anti-trust-settlement-computer-chip-makers",""
"Elpida Memory, Inc.","Micron Technology","$43,750","$0","$43,750","2012","20120123","competition-related offenses","price-fixing or anti-competitive practices","","","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","USA","Idaho","publicly traded","MU","electrical and electronic equipment","semiconductors","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Attorney-General-Reaches-175000-Settlement-with-Four-Manufacturers-of-Computer-Memory-Product",""
"EMI Music Distribution","Sony","$15,000,000","$0","$15,000,000","2003","20030709","competition-related offenses","price-fixing or anti-competitive practices","","Bertelsmann Music Group Inc., EMI Music Distribution, Warner-Elektra-Atlantic Corporation, Sony Music Entertainment Inc., Universal Music Group, and retailers Trans World Entertainment Corporation, Tower Records, and Musicland Stores Corp jointly paid $143 million ($67.4 million cash and $75.5 million in CDs) to settle multistate antitrust allegations that they engaged in illegal agreements to establish artificially high minimum prices for prerecorded music in a move to stop discount stores from offering the products at lower prices. According to the final court order each company's share of the total settlement was as follows: Bertelsmann ($27.775 million), EMI ($15 million), Warner-Elektra-Atlantic ($29.4 million), Sony ($27.225 million), Universal ($40.6 million), Trans World ($800,000), Tower Records ($275,000) and Musicland ($2 million). The settlement was originally announced in September 2002; see https://ag.ny.gov/press-release/new-york-settles-price-fixing-case-against-major-distributors-compact-discs","state","agency action","Multistate Attorneys General Case","civil","","District of Maine","2:01-cv-0084","In re Compact Disc Minimum Advertised Price Antitrust Litigation","","","","","","","","Japan","","publicly traded","SNE","electrical and electronic equipment","consumer electronics","http://app3.naag.org/antitrust/search/viewCivilLitigation.php?trans_id=191",""
"Encana Oil & Gas USA","Encana","$5,000,000","$0","$5,000,000","2014","20140505","competition-related offenses","price-fixing or anti-competitive practices","","Encana Oil & Gas agreed to pay $5 million in a civil settlement, and pleaded guilty to one count of criminal attempted antitrust violations,  as part of resolution of allegations it conspired with Chesapeake Energy Corp. to avoid bidding wars for oil and gas leases.","state","agency action","Michigan Attorney General","civil and criminal","","","","","","Michigan","","","","","","Canada","","publicly traded","ECA","oil and gas","oil & gas","https://wayback.archive-it.org/418/20160102110928/http://michigan.gov/ag/0,4534,7-164-46849_47203-327764--,00.html",""
"Encore Paper Co.","","$300,000","$0","$300,000","2000","20000606","competition-related offenses","price-fixing or anti-competitive practices","","Four manufacturers of paper products agreed to a $1.2 million settlement -- $350,000 in cash and $850,000 in paper products -- to resolve price-fixing allegations brought by New York, Maryland and West Virginia. The settle did not specify how the amount was to be divided up among the four companies; here we assume the total was split evenly among them.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20100214053711/http://www.ag.ny.gov/media_center/2000/jun/jun06a_00.html",""
"Endo International plc","Endo International","$2,300,000","$0","$2,300,000","2019","20190725","competition-related offenses","price-fixing or anti-competitive practices","","Endo International plc and Endo Pharmaceuticals Inc. agreed to pay $2.3 million to resolve multistate litigation alleging anti-competitive, ""pay-for-delay"" conduct related to Endo's sale of Lidoderm, a pain-relief drug that treats complications from shingles.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Ireland (reincorporated for tax reasons)","","publicly traded","ENDP","pharmaceuticals","pharmaceuticals","https://www.ag.state.mn.us/Office/Communications/2019/07/25_EndoSettlement.asp",""
"Enron","Enron","$1,520,000,000","$0","$1,520,000,000","2005","20050715","competition-related offenses","energy market manipulation","","The attorneys general of California, Washington and Oregon announced a $1.52 billion settlement with Enron to resolve allegations of market manipulation and price gouging during the energy crisis of 2000-01.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","Texas","out of business","","utilities and power generation","power systems","https://www.oag.ca.gov/news/press-releases/attorney-general-lockyer-announces-energy-crisis-settlement-enron-valued-152",""
"Epson","Seiko Group","$2,850,000","$0","$2,850,000","2011","20111227","competition-related offenses","price-fixing or anti-competitive practices","","Seven manufacturers of flat screen LCD (Liquid Crystal Display) panels agreed to pay more than $500 million to settle multistate price-fixing allegations.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Japan","","publicly traded","","electrical and electronic equipment","electronic equipment","https://www.oag.ca.gov/news/press-releases/attorney-general-kamala-d-harris-announces-half-billion-dollar-nationwide",""
"Epson","Seiko Group","$2,700,000","$0","$2,700,000","2015","20150515","competition-related offenses","price-fixing or anti-competitive practices","","Attorney General Bob Ferguson announced settlements totaling $44 million from seven liquid crystal display (LCD) manufacturers accused of engaging in a price-fixing conspiracy that drove up prices consumers paid on items like TVs, laptops and cell phones.","state","agency action","Washington Attorney General","civil","","","","","","Washington","","","","","","Japan","","publicly traded","","electrical and electronic equipment","electronic equipment","https://www.atg.wa.gov/news/news-releases/ago-recovers-63-million-price-fixing-scheme-affecting-millions-washingtonians",""
"Evonik Degussa GmbH","Evonik Industries","$2,275,454","$0","$2,275,454","2009","20091202","competition-related offenses","price-fixing or anti-competitive practices","","A group of 11 companies agreed to pay a total of $25.03 million to settle multistate litigation alleging they conspired to fix the prices of vitamins added to foods such as ready-to-eat cereals. The announcement did not specify how much each company would pay. Here we assume the total was divided equally among them.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Germany","","publicly traded","","chemicals","chemicals","http://www.illinoisattorneygeneral.gov/pressroom/2009_12/20091202.html",""
"Federated Department Stores","Macy's","$900,000","$0","$900,000","2004","20040810","competition-related offenses","price-fixing or anti-competitive practices","","The New York Attorney General announced settlements with two leading department store chains and two prominent manufacturers of tableware to resolve allegations that the companies conspired to limit distribution of products sold to consumers.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","USA","Ohio","publicly traded","M","retailing","retail-department stores","https://web.archive.org/web/20101119015336/http://www.ag.ny.gov/media_center/2004/aug/aug10a_04.html",""
"Ferring B.V.","","$1,800,000","$0","$1,800,000","2012","20120130","competition-related offenses","price-fixing or anti-competitive practices","","Ferring and Aventis agreed to pay a total of $3.45 million to settle multistate litigation claiming they engaged in anti-competitive actions with regard to the sale of the drug DDAVP.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","","","","","","","http://app3.naag.org/antitrust/search/viewCivilLitigation.php?trans_id=631",""
"Financial Security Assurance Inc.","","$325,000","$0","$325,000","2016","20160829","competition-related offenses","price-fixing or anti-competitive practices","","Four financial firms agreed to pay a total of $1.3 million to West Virginia to settle allegations they engaged in bid-rigging in the municipal securities market. The announcement did not specify how much each company would pay. Here we assume the total was divided equally among the four companies.","state","agency action","West Virginia Attorney General","civil","","","","","","West Virginia","","","","","","","","","","","","4 financial groups settle $1.3M West Virginia antitrust case, Associated Press State & Local, August 29, 2016 (via Nexis).",""
"First Group, plc","FirstGroup","$1,100,000","$0","$1,100,000","2007","20070926","competition-related offenses","price-fixing or anti-competitive practices","","To resolve multistate litigation relating to the anticompetitive impacts of its acquisition of Laidlaw Educational Services, First Group agreed not to enforce non-competition contracts which would prevent departing employees from starting new school bus transportation companies that would compete with the merged company. It also agreed to give notice of any future acquisitions during the next six years and pay $1.1 million to be divided among the participating states to defray legal fees.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Scotland","","publicly traded","","miscellaneous services","transit services","https://www.oag.ca.gov/news/press-releases/brown-reaches-antitrust-agreement-nations-largest-school-bus-operators",""
"FirstGroup","FirstGroup","$1,100,000","$0","$1,100,000","2007","20070926","competition-related offenses","price-fixing or anti-competitive practices","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","Scotland","","publicly traded","","miscellaneous services","transit services","https://www.nj.gov/oag/newsreleases07/pr20070926a.html",""
"Fort James Corp.","Koch Industries","$300,000","$0","$300,000","2000","20000606","competition-related offenses","price-fixing or anti-competitive practices","","Four manufacturers of paper products agreed to a $1.2 million settlement -- $350,000 in cash and $850,000 in paper products -- to resolve price-fixing allegations brought by New York, Maryland and West Virginia. The settle did not specify how the amount was to be divided up among the four companies; here we assume the total was split evenly among them.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","Kansas","privately held","","diversified","diversified","https://web.archive.org/web/20100214053711/http://www.ag.ny.gov/media_center/2000/jun/jun06a_00.html",""
"Future Brands LLC","Suntory","$153,333","$0","$153,333","2006","20061030","competition-related offenses","price-fixing or anti-competitive practices","","The New York Attorney General announced that 15 large wine and liquor suppliers would pay a total of $2.3 million in fines and costs to resolve allegations that they engaged in illegal marketing practices that harmed smaller retailers, bars and restaurants. The announcement did not specify how the amount would be divided among the companies. Here we assume it was split evenly among them.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","Japan","","publicly traded","","beverages","beverages","https://web.archive.org/web/20101111165325/http://www.ag.ny.gov/media_center/2006/oct/oct30a_06.html",""
"Gambro Health care Inc.","Baxter International","$350,000","$0","$350,000","2000","20000712","competition-related offenses","price-fixing or anti-competitive practices","","","state","agency action","Michigan Attorney General","civil","","","","","","Michigan","","","","","","USA","Illinois","publicly traded","BAX","medical equipment and supplies","medical supplies","Attorney general, Gambro reach agreement on antitrust lawsuit, Associated Press, July 12, 2000 (via Nexis).",""
"GE Funding Capital Market Services","General Electric","$316,667","$0","$316,667","2014","20140728","competition-related offenses","price-fixing or anti-competitive practices","","The West Virginia Attorney General announced that GE Funding Capital Market Services, Trinity Plus Funding Co. LLC, and Trinity Funding Co. LLC would pay a total of $950,000 to settle allegations of illegally rigging bids, fixing prices and manipulating the market for municipal derivatives. The announcement did not specify how much each company would pay. Here we assume the amount was divided equally among the three.","state","agency action","West Virginia Attorney General","civil","","","","","","West Virginia","","","","","","USA","Massachusetts","publicly traded","GE","diversified","diversified","West Virginia Attorney General Patrick Morrisey Announces $950,000 Settlement With 3 Financial Institutions, Targeted News Service, July 28, 2014 (via Nexis).",""
"GE Funding Capital Market Services, Inc.","General Electric","$34,250,000","$34,250,000","$0","2011","20111223","competition-related offenses","price-fixing or anti-competitive practices","","GE Funding Capital Market Services, Inc. paid $34.25 million to settle multistate allegations of anticompetitive and fraudulent conduct in the municipal bond derivatives industry, including bid-rigging and submission of fraudulent certifications of compliance with U.S. Treasury regulations. This was part of a larger $70 million settlement that also involved federal agencies: https://violationtracker.goodjobsfirst.org/violation-tracker/-ge-funding-capital-market-services-inc","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","Massachusetts","publicly traded","GE","diversified","diversified","https://ago.alabama.gov/documents/news/144.pdf",""
"Geneva Pharmaceuticals","Novartis","$15,350,000","$0","$15,350,000","2005","20050614","competition-related offenses","price-fixing or anti-competitive practices","","Abbott Laboratories and Geneva Pharmaceuticals agreed to pay a total of $30.7 million to settle multistate litigation alleging that they conspired to engage in anticompetitive conduct that delayed the availability of a more affordable generic version of the medication Hytrin. The annoluncement did not specify how much each company would pay. Here we assume the amount was divided equally between them.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Switzerland","","publicly traded","NVS","pharmaceuticals","pharmaceuticals","https://atg.sd.gov/OurOffice/Media/pressreleasesdetail.aspx?id=468",""
"Gennex Media LLC","","$752,717","$0","$752,717","2019","20190627","competition-related offenses","price-fixing or anti-competitive practices","","","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/e-commerce-company-pleads-guilty-antitrust-charge",""
"Glass Service Company, Inc.","","$20,000","$0","$20,000","2003","20030806","competition-related offenses","kickbacks and bribery","","","state","agency action","Minnesota Attorney General","civil","","","","","","Minnesota","St. Paul","","","","","","","","","","","https://web.archive.org/web/20030820035802/http://www.ag.state.mn.us:80/consumer/PR/PR_AutoGlass_8603.htm",""
"GlaxoSmithKline","GlaxoSmithKline","$14,000,000","$0","$14,000,000","2006","20060328","competition-related offenses","price-fixing or anti-competitive practices","","GlaxoSmithKline agreed to pay $14 million to resolve multistate litigation alleging that state government programs were compelled to pay inflated prices for the firm's anti-depressant drug Paxil because GSK engaged in patent fraud, antitrust violations and frivolous litigation to maintain a monopoly and block generic versions from entering the market.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Britain","","publicly traded","GSK","pharmaceuticals","pharmaceuticals","https://www.oag.ca.gov/news/press-releases/attorney-general-lockyer-announces-14-million-national-settlement",""
"GlaxoSmithKline","GlaxoSmithKline","$3,500,000","$0","$3,500,000","2006","20060417","competition-related offenses","price-fixing or anti-competitive practices","","GlaxoSmithKline agreed to pay $3.5 million to settle multistate antitrust claims that it delayed generic competition for its antibiotic Augmentin by fraudulently listing patents and prosecuting litigation concerning those patents.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Britain","","publicly traded","GSK","pharmaceuticals","pharmaceuticals","https://web.archive.org/web/20061019101534/http://www.doj.state.wi.us/news/2006/nr041706_CP.asp",""
"GlaxoSmithKline, LLC","GlaxoSmithKline","$105,000,000","$0","$105,000,000","2014","20140604","competition-related offenses","kickbacks and bribery","","GlaxoSmithKline, LLC  agreed to pay $105 million to resolve multistate litigation alleging that the company unlawfully promoted its asthma drug, Advair, and antidepressant drugs, Paxil and Wellbutrin. ","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Britain","","publicly traded","GSK","pharmaceuticals","pharmaceuticals","https://www.oag.ca.gov/news/press-releases/attorney-general-kamala-d-harris-secures-105-million-multistate-settlement",""
"Global Tel Link","","$2,500,000","$0","$2,500,000","2017","20170815","competition-related offenses","kickbacks and bribery","","Global Tel Link agreed to pay $2.5 million to settle allegations it paid bribes to the then-Commissioner of the Mississippi Department of Corrections for contracts.","state","agency action","Mississippi Attorney General","civil","","","","","","Mississippi","","","","","","","","","","","","https://web.archive.org/web/20171120195222/http://www.ago.state.ms.us/releases/attorney-general-jim-hood-settles-suit-in-epps-scandal-2/",""
"Good Faith Services LLC","","$1,500,000","$0","$1,500,000","2014","20141201","competition-related offenses","fraud","","Good Faith Services LLC agreed to plead guilty to a single count of Medicaid fraud and pay a fine of $300,000 and restitution in the amount of $1.2 million. The company also agreed to shut down.","state","agency action","Alaska Attorney General","criminal","","","","","","Alaska","Anchorage","","","","","","","","","","","http://www.law.state.ak.us/press/releases/2014/120114-GoodFaith.html",""
"Greenleaf and The Real Estate Co.","","$338,000","$0","$338,000","2010","20101216","competition-related offenses","fraud","consumer protection violation","Greenleaf and The Real Estate Co. were ordered to pay $338,000 in restitution and penalties in a summary judgment of charges they defrauded customers by selling homes that were actually mortaged by the defendants, and when customers made payment the money did not go towards paying the mortgage, leading to foreclosure.","state","agency action","Missouri Attorney General","civil","","","","","","Missouri","","","","","","","","","","","","https://web.archive.org/web/20150906063058/http://ago.mo.gov/home/news-archives/2010-news-archives/attorney-general-announces-judgment-against-greenleaf-and-operators",""
"Ground Services International","","$12,300,000","$0","$12,300,000","2018","20181213","competition-related offenses","kickbacks and bribery","","kickbacks for airport contracts","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20190922173725/https://ag.ny.gov/press-release/2018/ag-underwood-announces-123-million-settlement-airport-ground-handling-company-gsi",""
"GSI Global Commerce, Inc.","","$30,000","$0","$30,000","2005","20050920","competition-related offenses","price-fixing or anti-competitive practices","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101113152432/http://www.ag.ny.gov/media_center/2005/sep/sep20a_05.html",""
"Guy Carpenter & Company, LLC, and Excess Reinsurance Co.","","$4,250,000","$0","$4,250,000","2011","20110131","competition-related offenses","price-fixing or anti-competitive practices","","Guy Carpenter agreed to pay $4.25 million in settlement of allegations it engaged in a conspiracy with dozens of reinsurance companies that agreed not to compete on certain contracts, instead paying hidden commissions to the broker for a client's business.","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/-/media/AG/Press_Releases/2011/013111guycarpenter.pdf",""
"H.I. Stone & Son, Inc.","","$30,000","$0","$30,000","2014","20140115","competition-related offenses","price-fixing or anti-competitive practices","","H.I. Stone & Son, Inc., S&S Asphalt Paving, Inc. and Stone Construction Company, Inc. each agreed to pay $30,000 in settlement of allegations they colluded to raise the price paid for snow removal and snowplowing services by the town.","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","Southbury","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Attorney-General-Reaches-Settlement-in-Antitrust-Lawsuit-with-Three-Southbury-Companies-over-Alleged",""
"Hachette Book Group Inc.","","$34,791,666","$0","$34,791,666","2013","20130208","competition-related offenses","price-fixing or anti-competitive practices","","A group of states sued several leading book publishers and Apple Inc. alleging they conspired to fix the price of electronic books. The publishers agreed to pay a total of $166 million (plus legal fees and costs) while Apple ended up paying $450 million. Hachette's share was $34.8 million.","state","agency action","Multistate Attorneys General Case","civil","","Southern District of New York","1:12-cv-06625","The State of Texas et al v. Hachette Book Group, Inc. et al","","","","","","","","","","","","","","http://app3.naag.org/antitrust/search/viewCivilLitigation.php?trans_id=630",""
"HannStar Display Corporation","HannStar Display","$25,650,000","$0","$25,650,000","2011","20111227","competition-related offenses","price-fixing or anti-competitive practices","","Seven manufacturers of flat screen LCD (Liquid Crystal Display) panels agreed to pay more than $500 million to settle multistate price-fixing allegations.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Taiwan","","publicly traded","","electrical and electronic equipment","computer monitors","https://www.oag.ca.gov/news/press-releases/attorney-general-kamala-d-harris-announces-half-billion-dollar-nationwide",""
"HarperCollins Publishers LLC","News Corp.","$22,471,666","$0","$22,471,666","2013","20130208","competition-related offenses","price-fixing or anti-competitive practices","","A group of states sued several leading book publishers and Apple Inc. alleging they conspired to fix the price of electronic books. The publishers agreed to pay a total of $166 million (plus legal fees and costs) while Apple ended up paying $450 million. HarperCollins's share was $22.5 million.","state","agency action","Multistate Attorneys General Case","civil","","Southern District of New York","1:12-cv-06625","The State of Texas et al v. Hachette Book Group, Inc. et al","","","","","","","","USA","New York","publicly traded","NWSA","media","media","http://app3.naag.org/antitrust/search/viewCivilLitigation.php?trans_id=630",""
"Hartford Financial Services Group, Inc.","Hartford Financial Services","$1,300,000","$0","$1,300,000","2009","20091022","competition-related offenses","price-fixing or anti-competitive practices","","The Hartford Financial Services Group agreed to pay $1.3 million in settlement of allegations it colluded with other reinsurance providers and a reinsurance broker to increase costs with anticompetitive schemes.","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","USA","Connecticut","publicly traded","HIG","financial services","insurance","https://web.archive.org/web/20100603154228/http://www.ct.gov/ag/cwp/view.asp?A=2341&Q=449394",""
"Hartford Financial Services Group, Inc.","Hartford Financial Services","$115,000,000","$0","$115,000,000","2007","20070723","competition-related offenses","price-fixing or anti-competitive practices","","Hartford Financial agreed to pay $115 million to Connecticut, Illinois and New York to settle allegations of improper fictitious quoting, steering of insurance business and allowance of improper market-timing in variable annuity products.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","Connecticut","publicly traded","HIG","financial services","insurance","Madigan: Settlement Reached with Hartford; Investigation Uncovered Unlawful Fictitious Quoting Scheme, States News Service, July 23, 2007 (via Nexis).",""
"HCA Inc.","HCA Healthcare","$240,000","$0","$240,000","2003","20030423","competition-related offenses","price-fixing or anti-competitive practices","","HCA agreed to pay $240,000 as part of the settlement of allegations that some of its affiliated hospitals engaged in anti-competitive actions.","state","agency action","Florida Attorney General","civil","","","","","","Florida","","","","","","USA","Tennessee","publicly traded","HCA","healthcare services","healthcare services","http://app3.naag.org/antitrust/search/viewCivilLitigation.php?trans_id=395",""
