"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Paradysz, Inc.","","$5,085","$0","$5,085","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"PatientKeeper, Inc.","","$11,955","$0","$11,955","2015","20150715","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2015-Press-Releases/Merrill--Jepsen-Collect-Nearly-18-Million-in-Penalties-from-Companies-Transacting-Business-in-CT-wit",""
"Patricia Lynch Associates, Inc.","","$500,000","$0","$500,000","2010","20101208","financial offenses","investor protection violation","","State pension fund investigation.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20160825165235/http://www.ag.ny.gov/press-release/attorney-general-cuomo-secures-agreements-major-lobbyist-and-pension-fund-advisor",""
"Patriot Consulting, Inc.","","$8,873","$0","$8,873","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Pearl Carrol & Associates, LLC","","$15,315","$0","$15,315","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Peoplelink, LLC","","$5,400","$0","$5,400","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Pershing Square Capital Management","","$145,000,000","$0","$145,000,000","2017","20171229","financial offenses","investor protection violation","","In a case brought by the Ohio AG on behalf of the state teachers retirement system and other investors, Pershing Square Capital Management and Valeant Pharmaceuticals agreed to pay a total of $290 million to resolve allegations that they violated insider-trading laws and harmed Allergan investors during an effort to take over that company. A public pension fund in Iowa was a co-lead plaintiff in the case. The announcement did not indicate how much each company would pay. Here we assume the total was divided equally between them.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","","","","","","","https://www.ohioattorneygeneral.gov/Media/News-Releases/December-2017/Lawsuit-Settlement-on-Insider-Trading-Case",""
"Perspectus Architecture, LLC","","$7,200","$0","$7,200","2016","20160830","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/Secretary-of-the-State-and-Attorney-General-Collect-More-than-1-Million-from-Companies-Doing-Busines",""
"Peter Roberts & Associates, Inc.","","$8,700","$0","$8,700","2016","20160830","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/Secretary-of-the-State-and-Attorney-General-Collect-More-than-1-Million-from-Companies-Doing-Busines",""
"Peterson's Oil Service, Inc.","","$9,315","$0","$9,315","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Pharmerica Professional Services, LLC","KKR & Co.","$5,100","$0","$5,100","2016","20160830","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","USA","New York","publicly traded","KKR","private equity (including portfolio companies)","private equity (including portfolio companies)","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/Secretary-of-the-State-and-Attorney-General-Collect-More-than-1-Million-from-Companies-Doing-Busines",""
"PHH Mortgage Corp.","Ocwen Financial","$45,000,000","$0","$45,000,000","2018","20180103","financial offenses","mortgage abuses","","PHH Mortgage Corp. paid $45,000,000 to settle multistate allegations that it improperly serviced mortgage loans from January 1, 2009 through December 31, 2012.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","Georgia","publicly traded","OCN","financial services","financial services","https://www.ohioattorneygeneral.gov/Media/News-Releases/January-2018/DeWine-49-Attorneys-General-Reach-$45-Million-Set",""
"PHH Mortgage Corporation","Ocwen Financial","$6,250,000","$0","$6,250,000","2013","20131204","financial offenses","mortgage abuses","","New Jersey entered into a $6.25 million settlement with PHH Mortgage Corporation resolving allegations the company misled financially struggling homeowners who sought loan modifications or other help to avoid mortgage delinquency or foreclosure.","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","USA","Georgia","publicly traded","OCN","financial services","financial services","https://nj.gov/oag/newsreleases13/pr20131204a.html",""
"Physician Finders, LLC","","$6,360","$0","$6,360","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"PICO Enterprises, Inc.","","$6,938","$0","$6,938","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Pierpont Securities Holdings, LLC","","$7,050","$0","$7,050","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Pilgrim Baxter & Associates, Ltd.","","$100,000,000","$90,000,000","$10,000,000","2004","20040621","financial offenses","investor protection violation","securities issuance or trading violation","The New York Attorney General announced a $100 million settlement with Pilgrim Baxter to resolve litigation over improper trading and exorbitant fees. The total included $40 million in restitution and disgorgement, $50 million in civil penalties and $10 million in a reduction of fees charged to investors over a five-year period. The restitution and penalty portions were negotiated together with the Securities and Exchange Commission; see the Violation Tracker entry at https://violationtracker.goodjobsfirst.org/violation-tracker/-pilgrim-baxter-and-associates-ltd","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101119020123/http://www.ag.ny.gov/media_center/2004/jun/jun21a_04.html",""
"Pinnacle Recovery, Inc.","","$9,000","$0","$9,000","2016","20160830","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/Secretary-of-the-State-and-Attorney-General-Collect-More-than-1-Million-from-Companies-Doing-Busines",""
"Pioneer Credit Recovery, Inc.","","$12,255","$0","$12,255","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Piramal Critical Care, Inc.","","$10,050","$0","$10,050","2016","20160830","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/Secretary-of-the-State-and-Attorney-General-Collect-More-than-1-Million-from-Companies-Doing-Busines",""
"Pivot Medical, Inc.","","$5,085","$0","$5,085","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Platinum Advisors","","$500,000","$0","$500,000","2010","20100415","financial offenses","investor protection violation","","State pension fund investigation.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101110022852/http://www.ag.ny.gov/media_center/2010/apr/apr15a_10.html",""
"Porsal Equities Ltd.","","$10,750,000","$0","$10,750,000","2018","20181113","financial offenses","tax violations","","tax fraud relating to works of art","state","agency action","New York Attorney General","civil","","","","","","New York","New York","","","","","","","","","","","https://web.archive.org/web/20181130183515/https://ag.ny.gov/press-release/ag-underwood-announces-1075-million-settlement-porsal-equities-ltd-failing-pay",""
"Power Plant Management Services, LLC","","$13,740","$0","$13,740","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Power Service Concepts, Inc.","","$14,336","$0","$14,336","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Power Services Concepts, Inc.","","$9,557","$0","$9,557","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Preferred Care, Inc.","","$12,500","$0","$12,500","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Presbyterian Healthcare","","$18,500,000","$0","$18,500,000","2017","20171030","financial offenses","tax violations","","failure to pay Medicaid premium taxes","state","agency action","New Mexico Attorney General","civil","","","","","","New Mexico","","","","","","","","","","","","https://www.nmag.gov/uploads/PressRelease/48737699ae174b30ac51a7eb286e661f/Attorney_General_Balderas_Announces_$18.5_Million_Presbyterian_Settlement.pdf",""
"Presidio International, Inc.","","$5,385","$0","$5,385","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Prexion, Inc.","","$8,070","$0","$8,070","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Priceline.Com, LLP","Booking Holdings","$13,275,000","$0","$13,275,000","2015","20150930","financial offenses","tax violations","","The Hawaii Tax Appeal Court finally resolved a long-running dispute over whether four major online travel companies -- Travelocity, Expedia, Orbitz and Priceline -- were required to pay excise taxes relating to their hotel and other bookings in the state. The four companies ended up paying a total of $53.1 million. The announcement did not specify how the amount was to be divided among the four companies. Here we assume it was divided equally among them. ","state","agency action","Hawaii Attorney General","civil","","","","","","Hawaii","","","","","","USA","Connecticut","publicly traded","BKNG","miscellaneous services","travel services","http://ag.hawaii.gov/wp-content/uploads/2015/01/News-Release-2015-40.pdf",""
"PricewaterhouseCoopers LLP","PricewaterhouseCoopers","$5,850,000","$0","$5,850,000","2009","20090304","financial offenses","accounting fraud or deficiencies","","PricewaterhouseCoopers LLP paid the state a total of $5.85 million to resolve allegations of alleged fraud and accounting improprieties at Tyco International Ltd.","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","USA","New York","privately held","","business services","business services","https://www.nj.gov/oag/newsreleases09/pr20090304b.html",""
"Primary Financial Services, LLC","","$15,204","$0","$15,204","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Primary Mortgage Resource","","$100,000","$0","$100,000","2010","20100823","financial offenses","mortgage abuses","","Primary Mortgage Resource agreed to pay $80,000 in restitution and $20,000 in penalties in settlement of allegations it participated in a foreclosure rescue scheme to decieve homeowners into selling their homes.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","","","","","","","https://web.archive.org/web/20101009120132/http://www.mass.gov/?pageID=cagopressrelease&L=1&L0=Home&sid=Cago&b=pressrelease&f=2010_08_23_desire&csid=Cago",""
"PRN Medical Services, LLC","","$18,270","$0","$18,270","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Progenity, Inc.","","$5,985","$0","$5,985","2015","20150715","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2015-Press-Releases/Merrill--Jepsen-Collect-Nearly-18-Million-in-Penalties-from-Companies-Transacting-Business-in-CT-wit",""
"Providence Journal Co.","","$22,193","$0","$22,193","2011","20110804","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/-/media/AG/Press_Releases/2011/080411merrill_jepsen.pdf",""
"Prudential Equity Group","Prudential Financial","$270,000,000","$270,000,000","$0","2006","20060828","financial offenses","investor protection violation","securities issuance or trading violation","Prudential Equity Group, formerly known as Prudential Securities, agreed to pay $270 million to Massachusetts, New Jersey, New York and NASD to resolve allegations of improper market timing. This was part of a larger $600 million settlement involving the federal government; see the Violation Tracker entry at https://violationtracker.goodjobsfirst.org/violation-tracker/-prudential-equity-group-llc","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","New Jersey","publicly traded","PRU","financial services","insurance","https://www.finra.org/newsroom/2006/prudential-securities-inc-ordered-pay-regulators-600-million-resolve-fraud-other",""
"Prudential Equity Group","Prudential Financial","$270,000,000","$270,000,000","$0","2006","20060828","financial offenses","investor protection violation","securities issuance or trading violation","The New York Attorney General announced that Prudential would pay $270 million in customer restitution to resolve allegations of unlawful trading of mutual funds through market timing. This was part of a larger $600 million civil and criminal settlement involving the U.S. Justice Department, which issued its own announcement; see the Violation Tracker entry at https://violationtracker.goodjobsfirst.org/violation-tracker/-prudential-equity-group-llc","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","USA","New Jersey","publicly traded","PRU","financial services","insurance","https://web.archive.org/web/20101111170103/http://www.ag.ny.gov/media_center/2006/aug/aug28a_06.html",""
"Pryor Learning Solutions, Inc.","","$10,710","$0","$10,710","2016","20160830","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/Secretary-of-the-State-and-Attorney-General-Collect-More-than-1-Million-from-Companies-Doing-Busines",""
"Quadrangle Group LLC","","$7,000,000","$0","$7,000,000","2010","20100415","financial offenses","investor protection violation","","State pension fund investigation.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101110022852/http://www.ag.ny.gov/media_center/2010/apr/apr15a_10.html",""
"Questback, Inc.","","$7,485","$0","$7,485","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Qwest","CenturyLink","$19,000,000","$0","$19,000,000","2007","20071121","financial offenses","accounting fraud or deficiencies","","Qwest paid $19 million to settle state allegations that it engaged in a number of fraudulent accounting practices that had the impact of falsely inflating the value of Qwest securities.","state","agency action","Alaska Attorney General","civil","","","","","","Alaska","","","","","","USA","Louisiana","publicly traded","CTL","telecommunications","telecommunications","http://www.law.state.ak.us/press/releases/2007/112107-QwestComm.html",""
"R.S. Means Company, LLC","","$5,700","$0","$5,700","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Radiation Safety & Control Services, Inc.","","$15,225","$0","$15,225","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Radio Spirits, LLC","","$7,163","$0","$7,163","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Rally Software Development Corp.","","$6,270","$0","$6,270","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Raymond James Financial Services, Inc.","Raymond James Financial","$35,000","$0","$35,000","2011","20111004","financial offenses","investor protection violation","","failure to disclose the risks of auction-rate securities","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","USA","Florida","publicly traded","RJF","financial services","financial services","http://www.nj.gov/oag/newsreleases11/pr20111004b.html",""
"RBC Capital Markets Corp.","Royal Bank of Canada","$51,724","$0","$51,724","2010","20100208","financial offenses","investor protection violation","","failure to disclose the risks of auction-rate securities","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","Canada","","publicly traded","RY","financial services","banking","http://www.nj.gov/oag/newsreleases10/pr20100208a.html",""
"RBC Capital Markets Corporation","Royal Bank of Canada","$859,800,000","$0","$859,800,000","2008","20081008","financial offenses","investor protection violation","","RBC agreed to return $850 million to investors and pay $9.8 million in civil penalties as part of the resolution of multistate litigation alleging it misled customers in the marketing and sale of auction rate securities.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Canada","","publicly traded","RY","financial services","banking","https://web.archive.org/web/20100215075849/http://www.ag.ny.gov/media_center/2008/oct/oct8a_08.html",""
"RBC Capital Markets, LLC","Royal Bank of Canada","$450,000","$0","$450,000","2013","20130313","financial offenses","investor protection violation","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","Canada","","publicly traded","RY","financial services","banking","http://nj.gov/oag/newsreleases13/pr20130313a.html",""
"RBS Financial Products","Royal Bank of Scotland","$42,000,000","$0","$42,000,000","2012","20121024","financial offenses","toxic securities abuses","","RBS Financial Products agreed to pay $42 million to resolve an investigation into the firm's role in purchasing and securitizing subprime and payment option adjustable rate mortgages in Nevada.","state","agency action","Nevada Attorney General","civil","","","","","","Nevada","","","","","","Scotland","","publicly traded","RBS","financial services","banking & securities","http://ag.nv.gov/uploadedFiles/agnvgov/Content/News/PR/2012/2012-10-24_rbssettlementpr.pdf",""
"RBS Financial Products Inc.","Royal Bank of Scotland","$52,000,000","$0","$52,000,000","2011","20111128","financial offenses","toxic securities abuses","","RBS Financial Products agreed to pay $52 million to settle allegations that it financed, purchased, and securitized residential loans that were presumptively unfair under Massachusetts law.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","Scotland","","publicly traded","RBS","financial services","banking & securities","https://web.archive.org/web/20111231071910/http://www.mass.gov/ago/news-and-updates/press-releases/2011/2011-11-28-rbs-settlement.html",""
"RBS Securities Inc.","Royal Bank of Scotland","$10,000,000","$0","$10,000,000","2016","20160122","financial offenses","toxic securities abuses","","misrepresentation of mortgage-backed securities","state","agency action","Virginia Attorney General","civil","","","","","","Virginia","","","","","","Scotland","","publicly traded","RBS","financial services","banking & securities","https://www.oag.state.va.us/media-center/news-releases/685-january-22-2016-herring-announces-record-settlement-of-mortgage-backed-securities-case-against-banks",""
"RBS Securities, Inc.","Royal Bank of Scotland","$120,000,000","$0","$120,000,000","2016","20161003","financial offenses","toxic securities abuses","","RBS Securities, Inc. agreed to pay $120 million in settlement of allegations it did not follow underwriting guidelines or quality standards when dealing with residential mortgage-backed securities, lead to a collapse in their value.","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","Scotland","","publicly traded","RBS","financial services","banking & securities","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/AG-Jepsen-Banking-Commissioner-Prez-RBS-enters-120M-Settlement-with-State-of-Connecticut-to-Resolve",""
"Red Cedar Landscaper, Inc.","","$8,115","$0","$8,115","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"RedWage, LLC","","$5,700","$0","$5,700","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Regal Securities","","$10,000","$0","$10,000","2010","20100407","financial offenses","investor protection violation","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","","","","","","","http://www.nj.gov/oag/newsreleases10/pr20100407c.html",""
"Remet Corp.","","$6,930","$0","$6,930","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Renew Data Corp.","","$13,755","$0","$13,755","2015","20150715","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2015-Press-Releases/Merrill--Jepsen-Collect-Nearly-18-Million-in-Penalties-from-Companies-Transacting-Business-in-CT-wit",""
"Rentals Unlimited, Inc.","","$6,000","$0","$6,000","2016","20160830","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/Secretary-of-the-State-and-Attorney-General-Collect-More-than-1-Million-from-Companies-Doing-Busines",""
"Resnick Investment Advisors, LLC","","$6,968","$0","$6,968","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Retail Brand Alliance Card Services, LLC","","$5,700","$0","$5,700","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Reveal Imaging Technologies, Inc.","","$10,455","$0","$10,455","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Revera Health Systems Management, LLC","","$8,985","$0","$8,985","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"RF Technologies, Inc.","","$12,150","$0","$12,150","2013","20130716","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
